,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,36.22,10.47,13.18,13.36,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,37.47,32.25,15.22,14.7,1.36,0.78,0.70,2.30,0.98,0.39,0.47,0.54,0.4
Operating Profit,-1.25,-21.78,-2.04,-1.34,-0.48,-0.78,-0.70,-2.30,-0.98,-0.39,-0.47,-0.54,-0.4
OPM %,-3.45,-208.02,-15.48,-10.03,-54.55,,,,,,,,
Other Income,0.53,23.04,4.26,9.52,0.89,0.07,0.04,11.91,0.02,0.01,0.00,0.00,0.0
Interest,2.95,1.58,0.02,0.01,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Depreciation,0.29,0.3,2.31,8.27,0.19,4.11,0.24,0.24,0.24,0.24,0.18,0.16,0.16
Profit before tax,-3.96,-0.62,-0.11,-0.1,0.22,-4.82,-0.90,9.37,-1.20,-0.62,-0.65,-0.70,-0.56
Tax %,0.00,0.0,0.0,0.0,0.0,0.00,0.00,18.46,0.00,0.00,0.00,0.00,
Net Profit,-3.96,-0.62,-0.1,-0.1,0.22,-4.82,-0.90,7.65,-1.19,-0.61,-0.65,-0.70,-0.56
EPS in Rs,,-0.1,-0.02,-0.02,0.04,-0.79,-0.15,1.25,-0.19,-0.10,-0.11,-0.11,-0.08
