,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,21162.0,24165.0,27945.0,31559.0,35442.0,41115.0,41603.0,46536.0,51465.0,56946.0,62644.0,79377.0,86930
Expenses,20540.0,23511.0,27261.0,30843.0,34637.0,40264.0,40757.0,45570.0,50373.0,55554.0,60805.0,77174.0,84905
Operating Profit,621.0,653.0,684.0,717.0,806.0,851.0,846.0,966.0,1092.0,1392.0,1839.0,2203.0,2025
OPM %,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2
Other Income,29.0,46.0,51.0,64.0,34.0,41.0,39.0,-8.0,44.0,89.0,88.0,142.0,227
Interest,169.0,199.0,212.0,182.0,202.0,183.0,197.0,271.0,289.0,205.0,163.0,355.0,375
Depreciation,31.0,38.0,38.0,43.0,47.0,55.0,57.0,63.0,155.0,148.0,141.0,155.0,168
Profit before tax,450.0,462.0,485.0,555.0,590.0,655.0,631.0,623.0,692.0,1128.0,1622.0,1833.0,1709
Tax %,25.0,25.0,26.0,26.0,25.0,27.0,23.0,22.0,23.0,30.0,19.0,21.0,
Net Profit,339.0,347.0,358.0,410.0,444.0,477.0,484.0,484.0,534.0,788.0,1315.0,1439.0,1288
EPS in Rs,3.67,4.05,4.21,4.84,5.3,5.8,6.02,6.53,6.62,9.74,16.38,17.82,15.89
