,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.49,45.91,11.59,42.43,15.12,15.5,22.37,0.00,14.61,29.27,11.02,27.95,28.76
Expenses,12.49,28.22,2.95,32.41,20.53,22.33,32.1,9.73,30.56,39.98,19.99,37.39,36.47
Operating Profit,-3.0,17.69,8.64,10.02,-5.41,-6.83,-9.73,-9.73,-15.95,-10.71,-8.97,-9.44,-7.71
OPM %,-31.61,38.53,74.55,23.62,-35.78,-44.06,-43.5,,-109.17,-36.59,-81.4,-33.77,-26.81
Other Income,-43.21,-24.76,7.67,8.48,11.95,18.61,19.22,21.67,25.92,22.24,12.66,25.95,11.05
Interest,0.05,0.0,0.07,0.03,0.06,0.1,0.05,0.05,0.09,0.08,0.1,0.11,0.11
Depreciation,0.13,0.13,0.16,0.16,0.17,0.18,0.19,0.21,0.37,0.36,0.36,0.37,0.36
Profit before tax,-46.39,-7.2,16.08,18.31,6.31,11.5,9.25,11.68,9.51,11.09,3.23,16.03,2.87
Tax %,-0.56,0.0,20.77,12.45,42.63,33.48,-32.43,20.63,26.81,51.22,16.1,41.55,
Net Profit,-18.5,-6.42,26.33,16.04,16.62,31.1,27.22,26.38,32.39,23.2,19.09,23.88,7.98
EPS in Rs,-1.38,-0.48,1.96,1.19,1.24,2.32,2.03,1.97,2.41,1.73,1.42,1.78,0.60
