,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,183.9,160.39,13.27,8.85,-0.01,1.68,0.72,0.61,5.3,0.07,0.00,0.00,0.0
Expenses,181.47,158.28,13.72,9.4,0.48,1.46,0.94,0.82,4.13,0.82,0.26,0.30,0.30000000000000004
Operating Profit,2.43,2.11,-0.45,-0.55,-0.49,0.22,-0.22,-0.21,1.17,-0.75,-0.26,-0.30,-0.30000000000000004
OPM %,1.32,1.32,-3.39,-6.21,,13.1,-30.56,-34.43,22.08,-1071.43,,,
Other Income,0.12,0.24,2.78,0.64,0.70,-2.14,1.95,3.6,0.58,0.88,0.52,1.14,1.01
Interest,1.69,1.48,1.34,0.0,0.00,0.01,0.01,0.0,0.0,0.0,0.00,0.00,0.0
Depreciation,0.44,0.43,0.4,0.18,0.12,0.11,0.11,0.1,0.05,0.05,0.05,0.05,0.04
Profit before tax,0.42,0.44,0.59,-0.09,0.09,-2.04,1.61,3.29,1.7,0.08,0.21,0.79,0.67
Tax %,21.43,65.91,-81.36,533.33,-55.56,-7.84,9.94,2.74,37.65,-37.5,23.81,26.58,
Net Profit,0.33,0.15,1.07,0.39,0.15,-2.2,1.45,3.19,1.06,0.1,0.15,0.58,0.78
EPS in Rs,0.94,0.43,3.06,1.11,0.43,-6.28,4.14,9.11,3.03,0.29,0.43,1.66,2.22
