,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.05,1.04,1.03,1.85,1.82,4.27,2.95,2.65,3.36,4.24,12.98,11.77,11.14
Expenses,0.04,0.94,0.87,1.34,1.59,3.91,2.69,2.38,3.12,3.43,2.98,1.64,1.41
Operating Profit,0.01,0.1,0.16,0.51,0.23,0.36,0.26,0.27,0.24,0.81,10.0,10.13,9.73
OPM %,20.0,9.62,15.53,27.57,12.64,8.43,8.81,10.19,7.14,19.1,77.04,86.07,87.34
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,9.71,9.92,9.93
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.01,0.1,0.16,0.51,0.23,0.36,0.26,0.27,0.24,0.27,0.29,0.21,-0.20
Tax %,0.0,30.0,31.25,31.37,30.43,30.56,26.92,25.93,25.0,25.93,27.59,23.81,
Net Profit,0.0,0.07,0.11,0.35,0.16,0.25,0.19,0.2,0.17,0.2,0.21,0.15,-0.20
EPS in Rs,0.0,9.7,15.24,0.3,0.14,0.16,0.12,0.13,0.11,0.13,0.13,0.1,-0.13
