,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,266.0,307.0,313.0,345.0,374.0,354.0,375.0,417.0,341.0,272.0,307.0,339.0,320
Expenses,193.0,226.0,230.0,248.0,246.0,248.0,257.0,330.0,271.0,197.0,231.0,244.0,248
Operating Profit,73.0,81.0,83.0,97.0,128.0,106.0,118.0,87.0,70.0,75.0,76.0,96.0,72
OPM %,28.0,26.0,26.0,28.0,34.0,30.0,31.0,21.0,20.0,28.0,25.0,28.0,23
Other Income,2.0,13.0,1.0,1.0,4.0,14.0,14.0,20.0,12.0,49.0,48.0,44.0,70
Interest,10.0,5.0,8.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,6.0,6
Profit before tax,59.0,81.0,68.0,86.0,123.0,111.0,123.0,97.0,74.0,116.0,118.0,134.0,136
Tax %,33.0,28.0,33.0,34.0,35.0,36.0,35.0,35.0,21.0,23.0,24.0,24.0,
Net Profit,39.0,58.0,46.0,57.0,80.0,71.0,80.0,63.0,58.0,89.0,90.0,102.0,104
EPS in Rs,45.9,76.12,60.52,75.36,105.24,93.65,105.32,83.38,77.1,117.99,118.32,134.78,136.75
