,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.55,0.4,0.34,0.00,0.00,1.21,2.27,0.69,0.00,0.00,0.00,0.00,0.0
Expenses,0.56,2.26,0.34,0.04,0.02,1.62,2.37,1.32,0.17,0.11,0.12,0.48,0.14
Operating Profit,-0.01,-1.86,0.00,-0.04,-0.02,-0.41,-0.1,-0.63,-0.17,-0.11,-0.12,-0.48,-0.14
OPM %,-1.82,-465.0,0.00,,,-33.88,-4.41,-91.3,,,,,
Other Income,0.0,0.0,0.00,0.07,0.05,0.46,0.01,0.14,0.00,0.00,0.00,0.00,0.0
Interest,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0
Depreciation,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0
Profit before tax,-0.01,-1.86,0.00,0.03,0.03,0.05,-0.09,-0.49,-0.17,-0.11,-0.12,-0.48,-0.14
Tax %,0.0,0.0,,33.33,33.33,20.0,0.0,0.0,-5.88,0.00,0.00,0.00,
Net Profit,-0.01,-1.86,0.00,0.02,0.03,0.04,-0.09,-0.49,-0.18,-0.11,-0.12,-0.48,-0.14
EPS in Rs,-0.02,-3.2,0.00,0.03,0.05,0.07,-0.15,-0.84,-0.31,-0.19,-0.21,-0.83,-0.25
