,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,191.0,164.0,188.0,203.0,224.0,224.0,218.0,224.0,188.0,279.0,284.0,298.0,313
Expenses,169.0,121.0,124.0,127.0,134.0,136.0,135.0,137.0,127.0,186.0,182.0,178.0,179
Operating Profit,22.0,43.0,65.0,76.0,90.0,87.0,83.0,86.0,60.0,93.0,102.0,120.0,134
OPM %,11.0,26.0,34.0,37.0,40.0,39.0,38.0,39.0,32.0,33.0,36.0,40.0,43
Other Income,5.0,5.0,7.0,18.0,18.0,18.0,25.0,26.0,18.0,9.0,11.0,9.0,10
Interest,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
Depreciation,11.0,7.0,5.0,5.0,4.0,5.0,8.0,6.0,7.0,12.0,13.0,12.0,12
Profit before tax,15.0,40.0,66.0,89.0,104.0,101.0,101.0,106.0,70.0,88.0,98.0,117.0,131
Tax %,25.0,20.0,34.0,34.0,32.0,31.0,32.0,29.0,24.0,31.0,27.0,26.0,
Net Profit,11.0,32.0,43.0,59.0,71.0,69.0,68.0,75.0,53.0,61.0,71.0,86.0,97
EPS in Rs,6.47,18.98,25.86,31.53,37.88,37.14,36.64,40.15,28.35,33.53,41.78,50.44,56.67
