,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.04,2.41,2.63,3.51,3.67,39.15,5.51,16.67,7.35,2.21,0.68,4.63,4.80
Expenses,0.47,0.45,0.5,0.53,0.66,36.47,4.41,15.26,6.9,1.93,0.86,4.15,4.18
Operating Profit,1.57,1.96,2.13,2.98,3.01,2.68,1.1,1.41,0.45,0.28,-0.18,0.48,0.62
OPM %,76.96,81.33,80.99,84.9,82.02,6.85,19.96,8.46,6.12,12.67,-26.47,10.37,12.92
Other Income,-0.61,-1.06,-0.04,0.0,-0.07,0.83,0.06,0.41,0.03,0.0,0.02,0.0,0.00
Interest,0.0,0.02,0.06,0.04,0.01,0.19,0.01,0.07,0.15,0.01,0.0,0.0,0.00
Depreciation,0.08,0.06,0.05,0.05,0.05,0.01,0.01,0.01,0.02,0.04,0.04,0.04,0.04
Profit before tax,0.88,0.82,1.98,2.89,2.88,3.31,1.14,1.74,0.31,0.23,-0.2,0.44,0.58
Tax %,17.05,31.71,32.83,32.53,33.68,27.19,27.19,28.74,25.81,26.09,-20.0,47.73,
Net Profit,0.73,0.57,1.33,1.95,1.91,2.41,0.83,1.23,0.24,0.17,-0.24,0.23,0.33
EPS in Rs,0.29,0.23,0.53,0.65,0.64,0.8,0.28,0.41,0.08,0.06,-0.08,0.08,0.11
