,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,26.42,27.94,37.48,35.48,37.75,35.63,36.99,44.24,36.11,22.22,51.13,52.71,41.21
Expenses,21.83,23.72,32.62,31.29,32.49,31.34,32.01,38.11,31.98,21.72,46.67,49.28,38.23
Operating Profit,4.59,4.22,4.86,4.19,5.26,4.29,4.98,6.13,4.13,0.5,4.46,3.43,2.98
OPM %,17.37,15.1,12.97,11.81,13.93,12.04,13.46,13.86,11.44,2.25,8.72,6.51,7.23
Other Income,0.77,0.44,0.34,0.57,0.51,0.59,0.61,0.37,0.42,0.64,0.94,0.72,0.96
Interest,1.14,0.71,0.79,0.75,1.14,1.44,1.7,2.12,1.77,1.64,1.65,1.77,1.79
Depreciation,1.61,1.69,1.73,2.22,0.92,0.95,1.32,1.17,1.14,1.09,1.09,1.1,1.04
Profit before tax,2.61,2.26,2.68,1.79,3.71,2.49,2.57,3.21,1.64,-1.59,2.66,1.28,1.11
Tax %,35.25,38.94,45.15,30.17,26.95,32.13,28.4,29.6,27.44,0.0,17.29,10.16,
Net Profit,1.69,1.38,1.47,1.25,2.7,1.69,1.84,2.26,1.19,-1.59,2.19,1.15,0.99
EPS in Rs,5.43,4.43,4.72,4.52,9.77,6.11,6.66,8.18,4.3,-5.75,7.92,4.16,3.58
