,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4595.0,5032.0,5589.0,4299.0,5596.0,5712.0,6617.0,5590.0,6825.0,6938.0,8025.0,7045.0,7721.0
Expenses,3258.0,3741.0,4256.0,3099.0,4262.0,4140.0,5193.0,4088.0,5145.0,4944.0,5766.0,4490.0,4899.0
Operating Profit,1337.0,1291.0,1333.0,1200.0,1335.0,1572.0,1424.0,1502.0,1680.0,1994.0,2259.0,2555.0,2822.0
OPM %,29.0,26.0,24.0,28.0,24.0,28.0,22.0,27.0,25.0,29.0,28.0,36.0,37.0
Other Income,71.0,81.0,83.0,83.0,97.0,95.0,83.0,61.0,105.0,2810.0,91.0,70.0,62.0
Interest,1018.0,941.0,887.0,856.0,872.0,885.0,866.0,917.0,1060.0,1268.0,1478.0,1671.0,1827.0
Depreciation,30.0,30.0,29.0,28.0,30.0,30.0,33.0,32.0,35.0,38.0,40.0,43.0,48.0
Profit before tax,360.0,401.0,500.0,398.0,529.0,752.0,608.0,614.0,690.0,3499.0,832.0,912.0,1009.0
Tax %,30.0,29.0,23.0,32.0,33.0,24.0,24.0,31.0,31.0,6.0,24.0,27.0,28.0
Net Profit,252.0,283.0,384.0,270.0,357.0,571.0,461.0,424.0,479.0,3285.0,636.0,666.0,725.0
EPS in Rs,1.09,1.2,1.55,1.25,1.56,2.39,1.86,1.78,2.02,13.53,2.52,2.5,2.71
