,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3091.0,3157.0,3602.0,3864.0,4465.0,3582.0,4322.0,2821.0,2880.0,2082.0,1556.0,1490.0,1688
Expenses,148.0,508.0,1067.0,1010.0,1509.0,1850.0,1714.0,1962.0,1463.0,2961.0,2108.0,776.0,681
Operating Profit,2943.0,2649.0,2534.0,2854.0,2956.0,1733.0,2608.0,859.0,1417.0,-879.0,-553.0,714.0,1006
OPM %,95.0,84.0,70.0,74.0,66.0,48.0,60.0,30.0,49.0,-42.0,-36.0,48.0,60
Other Income,40.0,31.0,40.0,82.0,168.0,99.0,38.0,311.0,21.0,14.0,39.0,28.0,25
Interest,1956.0,1919.0,1762.0,2173.0,2599.0,2380.0,2144.0,1803.0,1451.0,1147.0,943.0,642.0,601
Depreciation,22.0,25.0,51.0,-11.0,24.0,61.0,63.0,63.0,81.0,72.0,66.0,74.0,78
Profit before tax,1005.0,737.0,762.0,775.0,501.0,-609.0,439.0,-696.0,-94.0,-2085.0,-1523.0,26.0,353
Tax %,32.0,33.0,26.0,28.0,24.0,47.0,5.0,32.0,-137.0,8.0,-16.0,559.0,
Net Profit,688.0,497.0,566.0,575.0,394.0,-308.0,418.0,-476.0,-223.0,-1912.0,-1761.0,-120.0,-87
EPS in Rs,9.32,2.99,3.41,3.23,2.18,-2.27,2.26,-2.88,-1.36,-10.24,-8.71,-0.95,-0.91
