,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,114,131,131,132,133,133,133,133,130,130,130,131,131.0
Reserves,3979,5526,2718,2667,2666,2677,2721,2665,3085,3952,4298,4582,4919.0
Preference Capital,0,0,0,0,0,0,0,0,0,51,402,36,
Borrowings,5341,5577,3824,3021,2644,1843,1386,1305,1061,970,1655,3345,1989.0
Other Liabilities,6364,5648,2157,3998,3195,3595,3452,4097,3667,2639,3086,7215,5135.0
Total Liabilities,15798,16883,8830,9818,8637,8247,7693,8200,7943,7692,9169,15274,12174.0
Fixed Assets,6724,8021,4923,4662,3730,3356,3046,1567,1617,2599,2433,4910,4839.0
CWIP,627,546,115,80,34,32,17,47,83,147,1261,87,104.0
Investments,1979,1867,1140,805,1017,725,488,476,784,1713,2307,1537,1288.0
Other Assets,6468,6448,2653,4271,3855,4134,4143,6110,5460,3233,3168,8740,5943.0
Total Assets,15798,16883,8830,9818,8637,8247,7693,8200,7943,7692,9169,15274,12174.0
