,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,320.0,472.0,385.0,83.0,19.0,19.0,22.0,31.0,32.0,30.0,0,0,0.0
Expenses,309.0,466.0,370.0,22.0,27.0,27.0,16.0,23.0,1825.0,25.0,3,6,6.0
Operating Profit,11.0,6.0,15.0,61.0,-8.0,-8.0,6.0,8.0,-1792.0,5.0,-3,-6,-6.0
OPM %,3.0,1.0,4.0,73.0,-45.0,-40.0,27.0,26.0,-5563.0,16.0,,,
Other Income,0.0,2.0,1.0,-66.0,-91.0,37.0,-144.0,81.0,0.0,-308.0,47,1179,1205.0
Interest,15.0,234.0,222.0,223.0,240.0,215.0,292.0,295.0,183.0,195.0,206,56,28.0
Depreciation,0.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,0,0,0.0
Profit before tax,-4.0,-227.0,-207.0,-232.0,-343.0,-189.0,-433.0,-209.0,-1978.0,-503.0,-162,1117,1170.0
Tax %,-95.0,0.0,-0.0,0.0,-0.0,-1.0,0.0,-0.0,0.0,-1.0,1,0,
Net Profit,-7.0,-215.0,-204.0,-377.0,-483.0,-316.0,-432.0,-210.0,-1926.0,-507.0,-161,1117,1170.0
EPS in Rs,-6.76,-200.19,-9.44,-17.41,-22.3,-14.6,-19.97,-9.67,-91.33,-23.39,-7.43,51.57,54.03
