,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.29,9.81,10.57,11.14,13.96,13.49,11.9,6.75,8.93,12.29,17.67,16.53,13.14
Expenses,7.39,9.84,10.47,10.66,13.12,12.75,11.31,6.21,8.39,11.5,16.67,15.03,11.49
Operating Profit,-0.1,-0.03,0.1,0.48,0.84,0.74,0.59,0.54,0.54,0.79,1.0,1.5,1.65
OPM %,-1.37,-0.31,0.95,4.31,6.02,5.49,4.96,8.0,6.05,6.43,5.66,9.07,12.56
Other Income,0.37,0.31,0.31,0.25,0.01,0.03,0.03,0.02,0.03,0.06,0.07,0.06,0.06
Interest,0.09,0.1,0.13,0.24,0.29,0.3,0.3,0.25,0.3,0.35,0.35,0.4,0.55
Depreciation,0.16,0.12,0.2,0.37,0.42,0.35,0.3,0.3,0.25,0.47,0.68,1.12,1.12
Profit before tax,0.02,0.06,0.08,0.12,0.14,0.12,0.02,0.01,0.02,0.03,0.04,0.04,0.04
Tax %,50.0,16.67,25.0,16.67,21.43,16.67,50.0,200.0,0.0,266.67,50.0,25.0,
Net Profit,0.02,0.05,0.07,0.09,0.11,0.09,0.02,-0.01,0.01,-0.05,0.02,0.03,0.04
EPS in Rs,0.07,0.17,0.23,0.3,0.37,0.3,0.07,-0.03,0.03,-0.17,0.07,0.1,0.13
