,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.11,0.01,0.02,0.00,0.11,0.13,0.03,0.12,0.00,0.12,0.2,0.1,0.17
Expenses,0.07,3.03,0.06,0.04,0.1,0.15,0.15,0.1,0.10,0.12,0.1,0.12,0.41
Operating Profit,0.04,-3.02,-0.04,-0.04,0.01,-0.02,-0.12,0.02,-0.10,0.00,0.1,-0.02,-0.24
OPM %,36.36,-30200.0,-200.0,,9.09,-15.38,-400.0,16.67,,0.00,50.0,-20.0,-141.18
Other Income,0.0,0.01,0.03,0.02,0.0,0.03,0.13,0.0,0.00,0.01,0.11,0.04,0.04
Interest,0.15,0.0,0.0,0.00,0.0,0.00,0.0,0.0,0.00,0.00,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.00,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.00
Profit before tax,-0.11,-3.01,-0.01,-0.02,0.01,0.00,0.01,0.01,-0.11,0.00,0.2,0.02,-0.20
Tax %,0.0,0.0,0.0,0.00,0.0,,0.0,0.0,0.00,,15.0,0.0,
Net Profit,-0.11,-3.01,-0.01,-0.02,0.01,0.00,0.01,0.01,-0.11,0.00,0.17,0.01,-0.20
EPS in Rs,-0.22,-5.92,-0.02,-0.04,0.03,0.00,0.01,0.01,-0.12,0.00,0.18,0.01,-0.21
