,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1032.0,1144.0,1251.0,1371.0,1438.0,1560.0,1531.0,12534.0,10122.0,10439.0,13609.0,16521.0,16714
Expenses,937.0,1000.0,1133.0,1205.0,1243.0,1283.0,1247.0,11151.0,8858.0,8937.0,12278.0,14903.0,14648
Operating Profit,95.0,144.0,118.0,166.0,195.0,277.0,284.0,1383.0,1263.0,1502.0,1330.0,1618.0,2065
OPM %,9.0,13.0,9.0,12.0,14.0,18.0,19.0,11.0,12.0,14.0,10.0,10.0,12
Other Income,12.0,29.0,101.0,27.0,26.0,28.0,29.0,-33.0,-76.0,52.0,26.0,-7.0,732
Interest,41.0,91.0,86.0,84.0,94.0,93.0,164.0,574.0,608.0,504.0,449.0,488.0,512
Depreciation,25.0,32.0,33.0,34.0,37.0,40.0,42.0,367.0,420.0,428.0,428.0,456.0,476
Profit before tax,41.0,49.0,99.0,74.0,90.0,171.0,108.0,409.0,159.0,622.0,479.0,667.0,1809
Tax %,18.0,22.0,22.0,19.0,24.0,24.0,29.0,34.0,-87.0,38.0,35.0,32.0,
Net Profit,33.0,38.0,77.0,178.0,250.0,345.0,207.0,457.0,522.0,678.0,731.0,1071.0,1431
EPS in Rs,35.05,40.19,83.65,199.7,279.03,382.63,231.31,415.28,402.92,450.08,555.74,830.1,1013.63
