,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,260.0,328.0,535.0,592.0,477.0,261.0,320.0,200.0,38.0,8.0,14.0,13.0,18
Expenses,257.0,319.0,521.0,564.0,453.0,235.0,292.0,185.0,60.0,34.0,14.0,57.0,62
Operating Profit,3.0,9.0,14.0,27.0,24.0,25.0,28.0,15.0,-21.0,-26.0,0.0,-44.0,-44
OPM %,1.0,3.0,3.0,5.0,5.0,10.0,9.0,7.0,-56.0,-305.0,1.0,-332.0,-246
Other Income,8.0,-2.0,-0.0,-3.0,-2.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0
Interest,9.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,3.0,6.0,11.0,20.0,19.0,22.0,28.0,14.0,-22.0,-26.0,-0.0,-44.0,-44
Tax %,29.0,26.0,14.0,9.0,3.0,0.0,-0.0,0.0,-0.0,-0.0,27.0,0.0,
Net Profit,2.0,4.0,9.0,18.0,19.0,22.0,28.0,14.0,-22.0,-26.0,-0.0,-44.0,-44
EPS in Rs,0.71,1.38,3.19,6.06,6.34,7.29,9.52,4.89,-7.39,-8.79,-0.03,-14.96,-14.99
