,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.38,0.1,0.16,0.66,0.33,0.18,0.71,0.4,0.1,0.47,2.15,1.48,1.82
Expenses,0.03,0.06,0.06,0.24,0.24,0.14,0.43,0.25,0.17,0.24,1.1,0.73,0.73
Operating Profit,1.35,0.04,0.1,0.42,0.09,0.04,0.28,0.15,-0.07,0.23,1.05,0.75,1.09
OPM %,97.83,40.0,62.5,63.64,27.27,22.22,39.44,37.5,-70.0,48.94,48.84,50.68,59.89
Other Income,0.0,0.05,0.0,0.0,0.1,0.02,0.0,0.0,0.01,0.0,0.3,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,1.35,0.09,0.1,0.42,0.19,0.06,0.28,0.15,-0.06,0.23,1.35,0.75,1.09
Tax %,18.52,11.11,10.0,11.9,15.79,16.67,3.57,0.0,0.0,13.04,14.81,25.33,
Net Profit,1.1,0.07,0.08,0.37,0.17,0.06,0.27,0.15,-0.06,0.2,1.15,0.56,0.90
EPS in Rs,2.2,0.14,0.16,0.74,0.34,0.12,0.54,0.3,-0.12,0.4,2.3,1.12,1.80
