,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2952.0,2787.0,2860.0,2965.0,3147.0,3173.0,3019.0,2777.0,3018.0,3464.0,3374.0,3036.0,3207.0
Expenses,2400.0,2257.0,2336.0,2391.0,2557.0,2480.0,2556.0,2346.0,2539.0,2844.0,2769.0,2599.0,2745.0
Operating Profit,553.0,530.0,523.0,574.0,590.0,693.0,463.0,432.0,479.0,620.0,605.0,437.0,462.0
OPM %,19.0,19.0,18.0,19.0,19.0,22.0,15.0,16.0,16.0,18.0,18.0,14.0,14.0
Other Income,-29.0,29.0,8.0,59.0,-13.0,-164.0,25.0,183.0,86.0,110.0,-840.0,-32.0,-324.0
Interest,81.0,95.0,83.0,76.0,69.0,67.0,87.0,60.0,83.0,97.0,109.0,112.0,121.0
Depreciation,104.0,115.0,111.0,113.0,123.0,119.0,132.0,147.0,146.0,162.0,147.0,142.0,141.0
Profit before tax,339.0,348.0,338.0,444.0,385.0,343.0,270.0,408.0,337.0,471.0,-491.0,151.0,-124.0
Tax %,31.0,29.0,31.0,31.0,29.0,30.0,36.0,48.0,17.0,38.0,18.0,-14.0,50.0
Net Profit,234.0,248.0,234.0,307.0,275.0,240.0,173.0,211.0,279.0,291.0,-403.0,173.0,-62.0
EPS in Rs,8.29,8.79,8.29,10.86,9.13,7.86,5.51,6.82,9.23,9.66,-15.18,5.31,-2.9
