,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,2.50,23.41,24.25,36.13,55.23,55.41,34.53,22.48,23.89,18.94,22.86
Expenses,0.0,0.0,2.45,22.92,23.74,35.25,53.47,53.26,32.86,22.2,24.24,19.12,21.46
Operating Profit,0.0,0.0,0.05,0.49,0.51,0.88,1.76,2.15,1.67,0.28,-0.35,-0.18,1.40
OPM %,,,2.00,2.09,2.10,2.44,3.19,3.88,4.84,1.25,-1.47,-0.95,6.12
Other Income,0.0,0.0,0.00,0.00,0.07,0.04,0.0,0.0,0.03,0.02,1.19,0.88,0.83
Interest,0.0,0.0,0.00,0.00,0.00,0.01,0.04,0.02,0.02,0.02,0.0,0.0,0.00
Depreciation,0.0,0.0,0.00,0.00,0.01,0.03,0.05,0.21,0.47,0.41,0.47,0.46,0.42
Profit before tax,0.0,0.0,0.05,0.49,0.57,0.88,1.67,1.92,1.21,-0.13,0.37,0.24,1.81
Tax %,,,40.00,30.61,31.58,34.09,34.13,27.08,28.1,15.38,16.22,150.0,
Net Profit,0.0,0.0,0.04,0.34,0.39,0.59,1.1,1.4,0.88,-0.11,0.31,-0.12,1.24
EPS in Rs,,,,,,,0.11,0.14,0.09,-0.01,0.03,-0.01,0.12
