,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,50.0,48.0,44.0,60.0,56.0,70.0,83.0,102.0,79.0,89.0,114.0,144.0,148
Expenses,44.0,43.0,41.0,55.0,51.0,62.0,75.0,91.0,71.0,80.0,104.0,133.0,136
Operating Profit,6.0,5.0,3.0,6.0,5.0,7.0,8.0,10.0,8.0,9.0,9.0,11.0,11
OPM %,11.0,11.0,7.0,9.0,9.0,11.0,10.0,10.0,10.0,10.0,8.0,8.0,8
Other Income,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2
Interest,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1
Profit before tax,3.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,6.0,6.0,8.0,11.0,11
Tax %,40.0,31.0,33.0,12.0,24.0,23.0,21.0,21.0,33.0,21.0,26.0,27.0,
Net Profit,2.0,2.0,1.0,2.0,2.0,4.0,5.0,7.0,4.0,5.0,6.0,8.0,8
EPS in Rs,6.22,5.22,3.46,7.25,6.67,11.34,15.88,20.94,12.92,15.48,18.35,24.06,24.24
