,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,165.0,159.0,161.0,157.0,89.0,87.0,84.0,131.0,127.0,69.0,85.0,92.0,94
Expenses,123.0,121.0,131.0,126.0,-10.0,72.0,79.0,90.0,73.0,44.0,42.0,42.0,71
Operating Profit,42.0,37.0,29.0,31.0,99.0,15.0,5.0,42.0,54.0,25.0,44.0,50.0,23
OPM %,25.0,24.0,18.0,20.0,111.0,17.0,6.0,32.0,43.0,36.0,51.0,54.0,25
Other Income,64.0,19.0,6.0,9.0,26.0,30.0,35.0,18.0,68.0,-3.0,-19.0,-10.0,-0
Interest,88.0,85.0,80.0,75.0,56.0,44.0,25.0,20.0,30.0,22.0,21.0,20.0,18
Depreciation,25.0,28.0,29.0,42.0,32.0,27.0,26.0,26.0,52.0,39.0,19.0,18.0,16
Profit before tax,-8.0,-57.0,-73.0,-77.0,37.0,-26.0,-10.0,13.0,39.0,-39.0,-15.0,1.0,-11
Tax %,96.0,8.0,0.0,-1.0,-178.0,-3.0,-40.0,24.0,24.0,20.0,-82.0,749.0,
Net Profit,-1.0,-62.0,-76.0,-78.0,104.0,-27.0,-15.0,10.0,30.0,-31.0,-28.0,-9.0,-25
EPS in Rs,0.01,-10.9,-13.67,-13.98,18.44,-4.79,-2.6,1.76,5.16,-5.37,-4.91,-1.57,-4.06
