,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.5,4.1,2.99,2.27,2.18,2.87,2.26,2.04,1.89,2.56,2.64,2.5,2.34
Expenses,2.54,2.88,2.71,1.78,2.31,3.91,3.31,3.57,3.32,2.51,2.57,3.56,3.49
Operating Profit,-1.04,1.22,0.28,0.49,-0.13,-1.04,-1.05,-1.53,-1.43,0.05,0.07,-1.06,-1.15
OPM %,-69.33,29.76,9.36,21.59,-5.96,-36.24,-46.46,-75.0,-75.66,1.95,2.65,-42.4,-49.15
Other Income,0.64,0.91,1.58,2.19,3.18,1.76,3.11,0.84,0.01,2.44,2.22,0.9,2.85
Interest,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.08,0.08,0.04,0.05,0.05,0.06
Depreciation,0.12,0.12,0.13,0.14,0.14,0.26,0.24,0.26,0.28,0.29,0.26,0.32,0.36
Profit before tax,-0.52,2.01,1.73,2.54,2.9,0.41,1.75,-1.03,-1.78,2.16,1.98,-0.53,1.28
Tax %,-3.85,1.49,20.23,18.9,21.72,-21.95,24.0,13.59,34.27,13.89,23.23,15.09,
Net Profit,-0.54,1.98,1.38,2.06,2.27,0.49,1.33,-0.88,-1.17,1.86,1.51,-0.45,1.01
EPS in Rs,-1.3,4.75,3.31,4.94,5.44,1.18,3.19,-2.11,-2.81,4.46,3.62,-1.08,2.41
