,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,79.0,91.0,101.0,117.0,107.0,111.0,145.0,122.0,93.0,152.0,172.0,160.0,193
Expenses,72.0,85.0,93.0,106.0,97.0,99.0,124.0,108.0,86.0,134.0,151.0,146.0,173
Operating Profit,7.0,5.0,8.0,11.0,10.0,12.0,21.0,14.0,7.0,19.0,21.0,14.0,20
OPM %,9.0,6.0,7.0,9.0,9.0,11.0,15.0,12.0,8.0,12.0,12.0,9.0,10
Other Income,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3
Interest,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0
Depreciation,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4
Profit before tax,4.0,3.0,5.0,8.0,7.0,10.0,18.0,9.0,2.0,15.0,20.0,13.0,19
Tax %,31.0,33.0,33.0,32.0,35.0,36.0,34.0,15.0,9.0,30.0,26.0,23.0,
Net Profit,3.0,2.0,3.0,5.0,5.0,6.0,12.0,8.0,1.0,10.0,15.0,10.0,15
EPS in Rs,0.76,0.46,0.6,0.9,0.79,1.08,1.96,1.28,0.24,1.69,2.41,1.63,2.39
