,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,838.01,1220.24,1937.19,1868.03,1719.39,1281.74,118.01,3.02,0.00,0.00,0.00,0.00,0.0
Expenses,764.22,1141.01,1824.46,1758.86,1619.89,1569.82,130.97,5.48,1.93,1.29,0.45,0.37,0.38
Operating Profit,73.79,79.23,112.73,109.17,99.5,-288.08,-12.96,-2.46,-1.93,-1.29,-0.45,-0.37,-0.38
OPM %,8.81,6.49,5.82,5.84,5.79,-22.48,-10.98,-81.46,,,,,
Other Income,0.43,4.88,3.89,3.82,1.78,-24.0,-0.05,0.13,0.10,0.14,0.10,0.03,0.04
Interest,47.24,45.35,68.6,58.68,73.16,53.24,32.27,0.05,0.05,0.00,0.00,0.00,0.0
Depreciation,8.37,9.42,11.58,11.79,11.86,11.61,12.51,8.76,7.83,6.89,6.50,5.24,4.6
Profit before tax,18.61,29.34,36.44,42.52,16.26,-376.93,-57.79,-11.14,-9.71,-8.04,-6.85,-5.58,-4.94
Tax %,32.67,34.05,28.7,27.82,49.32,2.38,0.12,0.54,0.72,0.25,0.00,0.00,
Net Profit,12.53,19.35,25.98,30.68,8.24,-367.94,-57.72,-11.09,-9.64,-8.02,-6.85,-5.58,-4.95
EPS in Rs,2.53,2.6,3.49,4.12,1.11,-49.39,-7.75,-1.49,-1.29,-1.08,-0.92,-0.75,-0.66
