,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,371.0,341.0,362.0,384.0,388.0,325.0,393.0,483.0,385.0,444.0,577.0,647.0,710
Expenses,327.0,300.0,322.0,345.0,344.0,293.0,354.0,433.0,349.0,389.0,504.0,562.0,609
Operating Profit,44.0,41.0,40.0,39.0,43.0,31.0,39.0,50.0,37.0,56.0,73.0,85.0,101
OPM %,12.0,12.0,11.0,10.0,11.0,10.0,10.0,10.0,9.0,13.0,13.0,13.0,14
Other Income,2.0,5.0,12.0,9.0,4.0,11.0,18.0,18.0,12.0,33.0,18.0,20.0,22
Interest,20.0,21.0,19.0,19.0,18.0,16.0,14.0,16.0,16.0,13.0,12.0,11.0,13
Depreciation,11.0,10.0,10.0,10.0,15.0,12.0,14.0,18.0,19.0,23.0,23.0,24.0,24
Profit before tax,16.0,14.0,22.0,19.0,14.0,14.0,28.0,34.0,14.0,52.0,56.0,70.0,86
Tax %,7.0,4.0,12.0,26.0,32.0,15.0,18.0,23.0,10.0,24.0,20.0,21.0,
Net Profit,14.0,14.0,19.0,14.0,10.0,12.0,23.0,26.0,12.0,39.0,45.0,56.0,68
EPS in Rs,2.33,2.25,3.13,2.29,1.57,1.98,3.71,4.28,1.98,6.34,7.28,9.01,11.04
