,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,13.64,12.85,15.36,14.69,17.1,15.74,12.81,17.69,12.16,6.7,7.02,11.98,6.02
Expenses,13.1,12.59,15.11,14.79,16.73,15.61,13.56,18.25,14.51,8.45,9.59,14.47,8.40
Operating Profit,0.54,0.26,0.25,-0.1,0.37,0.13,-0.75,-0.56,-2.35,-1.75,-2.57,-2.49,-2.38
OPM %,3.96,2.02,1.63,-0.68,2.16,0.83,-5.85,-3.17,-19.33,-26.12,-36.61,-20.78,-39.53
Other Income,0.11,-0.02,-0.02,-0.0,0.04,0.01,0.32,0.16,0.17,0.01,2.68,1.91,2.45
Interest,0.01,0.04,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00
Depreciation,0.45,0.45,0.44,0.16,0.16,0.17,0.17,0.11,0.12,0.12,0.12,0.11,0.06
Profit before tax,0.19,-0.25,-0.22,-0.26,0.25,-0.03,-0.6,-0.51,-2.3,-1.86,-0.01,-0.69,0.01
Tax %,52.63,28.0,22.73,-0.0,12.0,33.33,30.0,-19.61,0.43,-0.0,-0.0,-0.0,
Net Profit,0.09,-0.18,-0.17,-0.25,0.21,-0.03,-0.42,-0.61,-2.29,-1.86,-0.01,-0.7,0.01
EPS in Rs,0.18,-0.36,-0.34,-0.49,0.42,-0.06,-0.83,-1.21,-4.53,-3.68,-0.02,-1.39,0.02
