,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.0,0.0,0.63,4.43,18.45,21.97,27.76,26.15,61.91,75.62,42.90
Expenses,0.0,0.04,0.0,0.01,0.65,4.41,18.08,21.03,26.39,24.71,58.9,75.77,43.48
Operating Profit,0.0,-0.04,0.0,-0.01,-0.02,0.02,0.37,0.94,1.37,1.44,3.01,-0.15,-0.58
OPM %,,,,,-3.17,0.45,2.01,4.28,4.94,5.51,4.86,-0.2,-1.35
Other Income,0.0,0.04,0.0,0.01,0.03,0.03,0.0,0.05,0.02,0.06,0.38,2.22,1.79
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.06,1.09,1.08,0.63,0.02
Depreciation,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.14,0.15,0.3,0.28,0.28
Profit before tax,0.0,0.0,0.0,0.0,0.01,0.04,0.27,0.87,0.19,0.26,2.01,1.16,0.91
Tax %,,,,,0.0,50.0,37.04,31.03,52.63,30.77,26.37,2.59,
Net Profit,0.0,0.0,0.0,0.0,0.01,0.02,0.17,0.6,0.09,0.18,1.49,1.13,0.74
EPS in Rs,0.0,0.0,0.0,0.0,0.01,0.02,0.17,0.6,0.01,0.01,0.1,0.06,0.04
