,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,39.49,9.93,2.79,3.98,4.51,5.4,7.34,7.39,7.61,11.13,12.43,14.67,13.78
Expenses,38.63,8.11,1.47,0.98,1.19,1.9,1.88,2.17,4.04,2.88,2.89,3.14,3.18
Operating Profit,0.86,1.82,1.32,3.0,3.32,3.5,5.46,5.22,3.57,8.25,9.54,11.53,10.60
OPM %,2.18,18.33,47.31,75.38,73.61,64.81,74.39,70.64,46.91,74.12,76.75,78.6,76.92
Other Income,0.01,0.06,0.01,0.0,0.01,0.03,0.02,0.04,0.02,0.01,0.07,0.07,0.06
Interest,0.02,0.4,0.45,0.34,0.32,0.7,2.09,1.36,1.69,2.68,3.41,5.02,3.36
Depreciation,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01
Profit before tax,0.84,1.46,0.86,2.64,3.0,2.82,3.38,3.89,1.89,5.58,6.2,6.58,7.29
Tax %,29.76,32.19,27.91,21.59,25.0,31.21,28.4,28.79,34.39,25.09,28.55,25.84,
Net Profit,0.59,0.99,0.62,2.07,2.25,1.94,2.43,2.78,1.24,4.18,4.42,4.88,5.38
EPS in Rs,0.11,0.18,0.11,0.38,0.41,0.36,0.45,0.51,0.23,0.77,0.81,0.9,0.99
