,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,23.62,33.87,62.66,56.84,144.23,94.01,200.93,150.47,44.77,42.0,95.82,40.04,32.25
Expenses,15.17,25.23,53.01,48.67,111.06,63.59,169.6,108.98,23.77,26.15,69.62,25.08,31.60
Operating Profit,8.45,8.64,9.65,8.17,33.17,30.42,31.33,41.49,21.0,15.85,26.2,14.96,0.65
OPM %,35.77,25.51,15.4,14.37,23.0,32.36,15.59,27.57,46.91,37.74,27.34,37.36,2.02
Other Income,34.77,5.05,2.42,7.97,7.44,3.24,0.84,5.89,1.07,2.41,1.01,1.31,1.32
Interest,0.15,0.15,0.1,0.05,0.05,0.12,0.02,0.02,0.04,0.03,0.01,0.2,0.06
Depreciation,2.17,2.15,2.16,2.37,2.55,2.09,1.92,1.98,2.16,2.0,1.75,1.73,1.76
Profit before tax,40.9,11.39,9.81,13.72,38.01,31.45,30.23,45.38,19.87,16.23,25.45,14.34,0.15
Tax %,8.73,30.55,26.4,2.48,5.55,10.11,-1.92,20.19,19.43,37.28,24.32,19.11,
Net Profit,37.32,7.91,7.22,13.38,35.89,28.28,30.81,36.22,16.0,10.19,19.26,11.6,1.17
EPS in Rs,18.45,4.2,3.83,7.09,16.55,13.1,14.23,16.67,7.7,4.91,9.25,5.56,0.56
