,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,76.55,91.32,57.06,53.06,47.38,13.11,10.67,0.4,0.00,0.00,0.00,-0.09,0.0
Expenses,69.68,81.53,50.01,48.64,43.49,12.51,10.79,0.52,0.10,4.31,0.25,0.87,0.30000000000000004
Operating Profit,6.87,9.79,7.05,4.42,3.89,0.6,-0.12,-0.12,-0.10,-4.31,-0.25,-0.96,-0.30000000000000004
OPM %,8.97,10.72,12.36,8.33,8.21,4.58,-1.12,-30.0,,,,,
Other Income,0.32,0.13,0.21,-0.59,-0.87,-0.41,-0.04,-0.17,0.15,0.17,0.48,0.97,0.4
Interest,2.83,4.17,3.24,2.61,2.6,2.71,1.39,0.6,0.45,0.40,0.23,0.01,0.0
Depreciation,2.56,3.91,4.01,1.73,0.72,0.5,0.17,0.13,0.10,0.05,0.02,0.01,0.0
Profit before tax,1.8,1.84,0.01,-0.51,-0.3,-3.02,-1.72,-1.02,-0.50,-4.59,-0.02,-0.01,0.1
Tax %,20.0,32.61,100.0,19.61,40.0,-11.92,-19.19,-5.88,-20.00,-11.33,-400.00,-800.00,
Net Profit,1.45,1.24,0.0,-0.41,-0.18,-3.38,-2.05,-1.08,-0.60,-5.10,-0.11,-0.08,0.03
EPS in Rs,0.41,0.35,0.0,-0.12,-0.05,-0.96,-0.58,-0.31,-0.17,-1.45,-0.03,-0.02,0.02
