,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3723.0,2529.0,1846.0,1741.0,1541.0,1480.0,1824.0,2476.0,3237.0,3144.0,2913.0,3330.0,3330
Expenses,3005.0,1930.0,1355.0,1507.0,1331.0,1163.0,1395.0,2099.0,2781.0,2792.0,2567.0,3020.0,2944
Operating Profit,718.0,599.0,491.0,234.0,210.0,316.0,429.0,377.0,455.0,352.0,346.0,310.0,386
OPM %,19.0,24.0,27.0,13.0,14.0,21.0,24.0,15.0,14.0,11.0,12.0,9.0,12
Other Income,232.0,312.0,229.0,265.0,247.0,222.0,176.0,222.0,255.0,34.0,130.0,164.0,209
Interest,4.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,6.0,3.0,3.0,2
Depreciation,20.0,11.0,15.0,20.0,25.0,23.0,24.0,22.0,24.0,24.0,24.0,26.0,30
Profit before tax,927.0,898.0,704.0,477.0,430.0,511.0,579.0,574.0,683.0,356.0,449.0,446.0,563
Tax %,31.0,30.0,31.0,34.0,35.0,35.0,34.0,35.0,36.0,27.0,24.0,23.0,
Net Profit,644.0,632.0,483.0,313.0,278.0,330.0,383.0,368.0,424.0,249.0,140.0,346.0,473
EPS in Rs,9.55,9.38,7.16,4.64,4.13,4.9,6.07,5.83,6.71,4.43,2.48,6.16,8.41
