,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,21.72,0.00,0.00,1.75,0.55,14.04,3.66,3.99,1.04,0.05,0.21,0.0,0.86
Expenses,22.15,0.38,0.29,1.98,0.9,14.36,3.94,4.54,1.56,0.3,0.57,0.39,0.57
Operating Profit,-0.43,-0.38,-0.29,-0.23,-0.35,-0.32,-0.28,-0.55,-0.52,-0.25,-0.36,-0.39,0.29
OPM %,-1.98,,,-13.14,-63.64,-2.28,-7.65,-13.78,-50.0,-500.0,-171.43,26.42,33.72
Other Income,0.86,0.72,0.55,0.4,0.51,0.6,0.59,0.55,0.5,0.5,0.41,0.53,0.00
Interest,0.16,0.00,0.04,0.01,0.04,0.0,0.0,0.00,0.01,0.0,0.0,0.0,0.00
Depreciation,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.27,0.34,0.22,0.16,0.12,0.28,0.31,0.00,-0.03,0.25,0.05,0.14,0.29
Tax %,33.33,2.94,27.27,37.5,91.67,25.0,48.39,,33.33,24.0,40.0,21.43,
Net Profit,0.18,0.33,0.15,0.1,0.01,0.21,0.16,0.01,-0.03,0.18,0.04,0.1,0.20
EPS in Rs,0.02,0.03,0.01,0.01,0.0,0.02,0.01,0.00,-0.0,0.02,0.0,0.01,0.02
