,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.69,8.37,7.74,7.41,7.25,6.05,6.15,7.13,5.64,5.49,6.57,7.01,6.72
Expenses,7.08,7.21,6.88,7.13,6.9,5.37,5.7,6.06,5.49,4.83,5.04,5.45,5.46
Operating Profit,1.61,1.16,0.86,0.28,0.35,0.68,0.45,1.07,0.15,0.66,1.53,1.56,1.26
OPM %,18.53,13.86,11.11,3.78,4.83,11.24,7.32,15.01,2.66,12.02,23.29,22.25,18.75
Other Income,0.09,-0.29,0.11,0.19,0.18,0.14,-0.02,0.01,0.11,0.02,0.09,0.04,0.03
Interest,0.08,0.25,0.35,0.41,0.34,0.33,0.26,0.36,0.39,0.37,0.27,0.25,0.35
Depreciation,0.51,0.58,0.64,0.54,1.41,1.04,0.94,0.7,0.71,0.53,0.61,0.77,0.68
Profit before tax,1.11,0.04,-0.02,-0.48,-1.22,-0.55,-0.77,0.02,-0.84,-0.22,0.74,0.58,0.26
Tax %,21.62,1725.0,-150.0,-10.42,8.2,21.82,3.9,-700.0,0.0,0.0,0.0,-6.9,
Net Profit,0.87,-0.65,-0.05,-0.53,-1.12,-0.42,-0.74,0.15,-0.85,-0.22,0.74,0.62,0.26
EPS in Rs,1.65,-1.17,-0.09,-0.86,-1.82,-0.68,-1.2,0.24,-1.38,-0.36,1.2,1.01,0.41
