,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,644.0,455.0,388.0,329.0,392.0,359.0,353.0,373.0,437.0,481.0,824.0,888.0,752
Expenses,583.0,428.0,370.0,295.0,352.0,320.0,317.0,330.0,391.0,421.0,700.0,810.0,711
Operating Profit,62.0,27.0,18.0,35.0,40.0,38.0,36.0,43.0,46.0,59.0,124.0,78.0,42
OPM %,10.0,6.0,5.0,11.0,10.0,11.0,10.0,11.0,11.0,12.0,15.0,9.0,6
Other Income,2.0,8.0,9.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,-1.0,6.0,7
Interest,26.0,26.0,25.0,30.0,30.0,31.0,26.0,22.0,18.0,14.0,13.0,20.0,24
Depreciation,7.0,7.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,9.0,10
Profit before tax,31.0,2.0,-6.0,-2.0,3.0,2.0,2.0,13.0,22.0,40.0,102.0,56.0,14
Tax %,29.0,-7.0,74.0,309.0,51.0,22.0,32.0,37.0,30.0,37.0,22.0,24.0,
Net Profit,22.0,2.0,-2.0,4.0,2.0,2.0,2.0,8.0,15.0,25.0,80.0,42.0,11
EPS in Rs,2.24,0.22,-0.17,0.36,0.17,0.17,0.17,0.81,1.55,2.56,8.2,4.34,1.14
