,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,188.42,217.48,181.51,127.22,132.28,138.72,200.51,216.28,180.28,0.00,0.00,25.31,55.54
Expenses,185.47,206.53,178.35,123.97,126.29,125.7,186.97,207.75,172.87,4.67,5.42,30.44,62.54
Operating Profit,2.95,10.95,3.16,3.25,5.99,13.02,13.54,8.53,7.41,-4.67,-5.42,-5.13,-7.00
OPM %,1.57,5.03,1.74,2.55,4.53,9.39,6.75,3.94,4.11,,,-20.27,-12.60
Other Income,28.96,4.17,1.2,2.29,0.5,3.53,2.9,3.65,4.61,19.40,0.95,68.7,15.04
Interest,2.85,0.23,1.35,0.7,0.74,0.38,0.98,1.08,0.77,0.16,0.06,0.03,0.02
Depreciation,1.55,1.49,1.31,1.26,1.16,0.79,0.5,0.35,0.46,0.29,0.36,0.41,0.42
Profit before tax,27.51,13.4,1.7,3.58,4.59,15.38,14.96,10.75,10.79,14.28,-4.89,63.13,7.60
Tax %,28.1,43.51,32.35,28.49,-33.33,-8.52,45.32,-13.02,27.62,-1.47,11.45,1.11,
Net Profit,19.78,7.57,1.16,2.56,6.13,16.69,8.19,12.15,7.8,14.48,-4.33,62.42,5.22
EPS in Rs,0.89,0.34,0.05,0.12,0.28,0.75,0.37,0.55,0.35,0.65,-0.19,2.81,0.22
