,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1500.0,2160.0,1250.0,1354.0,1240.0,1221.0,995.0,219.0,215.0,221.0,194.0,186.0,186
Expenses,1416.0,2023.0,1118.0,1791.0,1052.0,1295.0,1085.0,462.0,434.0,163.0,187.0,205.0,148
Operating Profit,84.0,137.0,132.0,-437.0,188.0,-74.0,-90.0,-243.0,-219.0,58.0,7.0,-19.0,38
OPM %,6.0,6.0,11.0,-32.0,15.0,-6.0,-9.0,-111.0,-102.0,26.0,3.0,-10.0,20
Other Income,50.0,42.0,73.0,224.0,-1944.0,34.0,-2502.0,20.0,12.0,35.0,452.0,106.0,81
Interest,431.0,541.0,539.0,465.0,560.0,547.0,19.0,17.0,19.0,21.0,23.0,26.0,27
Depreciation,89.0,157.0,110.0,124.0,98.0,47.0,17.0,5.0,5.0,5.0,4.0,4.0,4
Profit before tax,-385.0,-519.0,-445.0,-801.0,-2413.0,-635.0,-2628.0,-245.0,-231.0,67.0,432.0,57.0,87
Tax %,-4.0,-0.0,-6.0,0.0,2.0,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,
Net Profit,-401.0,-519.0,-470.0,-801.0,-2374.0,-630.0,-2628.0,-245.0,-231.0,67.0,432.0,57.0,87
EPS in Rs,-41.2,-33.09,-29.87,-50.94,-150.91,-40.04,-167.05,-15.56,-14.66,4.27,27.46,3.64,5.53
