,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,520.0,440.0,367.0,658.0,653.0,674.0,859.0,1121.0,846.0,937.0,1368.0,1735.0,1647
Expenses,470.0,423.0,572.0,646.0,610.0,612.0,797.0,1053.0,806.0,834.0,1195.0,1594.0,1526
Operating Profit,50.0,18.0,-205.0,12.0,43.0,62.0,62.0,68.0,40.0,104.0,174.0,141.0,121
OPM %,10.0,4.0,-56.0,2.0,7.0,9.0,7.0,6.0,5.0,11.0,13.0,8.0,7
Other Income,2.0,6.0,209.0,7.0,1.0,4.0,6.0,2.0,9.0,13.0,29.0,39.0,32
Interest,7.0,11.0,12.0,20.0,23.0,28.0,21.0,24.0,26.0,20.0,17.0,18.0,18
Depreciation,4.0,4.0,6.0,14.0,17.0,18.0,22.0,24.0,26.0,30.0,27.0,28.0,29
Profit before tax,42.0,8.0,-13.0,-15.0,4.0,19.0,25.0,22.0,-2.0,66.0,158.0,134.0,106
Tax %,38.0,42.0,28.0,-0.0,0.0,0.0,0.0,-0.0,244.0,33.0,36.0,25.0,
Net Profit,26.0,5.0,-9.0,-15.0,4.0,19.0,25.0,22.0,3.0,44.0,101.0,100.0,79
EPS in Rs,4.19,0.78,-1.52,-2.45,0.68,3.1,3.51,3.11,0.41,5.46,12.42,12.36,9.75
