,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.17,0.93,0.39,0.26,1.13,0.49,0.44,1.17,1.49,1.34,0.84,1.11,1.17
Expenses,2.07,0.9,0.43,0.26,1.05,0.54,0.38,1.12,1.46,1.25,0.87,1.08,1.14
Operating Profit,0.1,0.03,-0.04,0.00,0.08,-0.05,0.06,0.05,0.03,0.09,-0.03,0.03,0.03
OPM %,4.61,3.23,-10.26,0.00,7.08,-10.2,13.64,4.27,2.01,6.72,-3.57,2.7,2.56
Other Income,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,0.1,0.03,-0.04,0.00,0.08,-0.05,0.06,0.05,0.03,0.09,-0.03,0.03,0.03
Tax %,0.0,33.33,0.0,,25.0,20.0,66.67,20.0,33.33,22.22,0.0,33.33,33.33
Net Profit,0.1,0.03,-0.04,0.00,0.06,-0.04,0.02,0.04,0.03,0.07,-0.03,0.03,0.03
EPS in Rs,0.64,0.19,-0.26,0.00,0.39,-0.26,0.13,0.26,0.19,0.45,-0.19,0.19,0.19
