,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,926.0,1193.0,1476.0,1148.0,962.0,24.0,186.0,409.0,548.0,418.0,757.0,854.0,868
Expenses,838.0,1017.0,1410.0,1164.0,1124.0,259.0,265.0,454.0,528.0,431.0,762.0,917.0,1064
Operating Profit,88.0,176.0,65.0,-17.0,-162.0,-236.0,-79.0,-45.0,20.0,-13.0,-5.0,-63.0,-195
OPM %,10.0,15.0,4.0,-1.0,-17.0,-998.0,-42.0,-11.0,4.0,-3.0,-1.0,-7.0,-22
Other Income,1.0,1.0,3.0,10.0,1.0,-8.0,0.0,0.0,0.0,0.0,1.0,0.0,7
Interest,35.0,71.0,115.0,113.0,135.0,15.0,62.0,3.0,44.0,19.0,5.0,0.0,0
Depreciation,14.0,41.0,60.0,74.0,61.0,41.0,41.0,45.0,51.0,44.0,42.0,35.0,35
Profit before tax,40.0,65.0,-106.0,-193.0,-357.0,-299.0,-181.0,-92.0,-75.0,-76.0,-52.0,-99.0,-224
Tax %,17.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,33.0,51.0,-77.0,-193.0,-357.0,-299.0,-181.0,-92.0,-75.0,-76.0,-52.0,-99.0,-224
EPS in Rs,3.49,5.37,-6.27,-15.83,-25.3,-21.21,-12.85,-6.54,-5.32,-5.37,-3.66,-7.0,-15.87
