,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1193.0,1273.0,1318.0,1345.0,1211.0,1672.0,1766.0,1634.0,1612.0,1844.0,2603.0,2676.0,2655
Expenses,966.0,1018.0,1031.0,1104.0,1088.0,1159.0,1333.0,1361.0,1523.0,1507.0,1793.0,2188.0,2134
Operating Profit,227.0,255.0,287.0,241.0,123.0,513.0,432.0,272.0,89.0,338.0,810.0,488.0,521
OPM %,19.0,20.0,22.0,18.0,10.0,31.0,24.0,17.0,6.0,18.0,31.0,18.0,20
Other Income,6.0,-1.0,17.0,13.0,-1.0,48.0,27.0,-62.0,21.0,50.0,17.0,9.0,19
Interest,83.0,69.0,105.0,106.0,81.0,83.0,75.0,94.0,97.0,55.0,59.0,66.0,44
Depreciation,56.0,82.0,149.0,122.0,114.0,109.0,101.0,98.0,104.0,104.0,110.0,107.0,107
Profit before tax,94.0,102.0,50.0,26.0,-73.0,369.0,283.0,19.0,-91.0,228.0,658.0,324.0,389
Tax %,34.0,48.0,30.0,84.0,40.0,33.0,34.0,103.0,27.0,27.0,23.0,30.0,
Net Profit,62.0,53.0,35.0,4.0,-44.0,249.0,187.0,-1.0,-66.0,167.0,508.0,226.0,275
EPS in Rs,11.85,10.16,6.72,0.71,-8.47,46.1,34.46,-0.19,-12.31,30.84,94.01,41.75,50.87
