,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8810.0,9085.0,9212.0,9551.0,10048.0,10037.0,9633.0,9497.0,9956.0,9782.0,10243.0,11088.0,11688.0
Expenses,626.0,835.0,1072.0,1179.0,1155.0,1065.0,1440.0,1175.0,794.0,45.0,-149.0,316.0,-492.0
Operating Profit,8184.0,8250.0,8139.0,8372.0,8893.0,8973.0,8193.0,8323.0,9162.0,9737.0,10392.0,10771.0,12180.0
OPM %,93.0,91.0,88.0,88.0,88.0,89.0,85.0,88.0,92.0,100.0,101.0,97.0,104.0
Other Income,14.0,5.0,9.0,6.0,9.0,32.0,23.0,9.0,8.0,14.0,12.0,4.0,13.0
Interest,5411.0,5445.0,5441.0,5588.0,5562.0,5548.0,5353.0,5376.0,5728.0,6134.0,6496.0,7049.0,7350.0
Depreciation,3.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Profit before tax,2784.0,2807.0,2704.0,2787.0,3335.0,3452.0,2857.0,2950.0,3436.0,3610.0,3901.0,3721.0,4838.0
Tax %,21.0,20.0,23.0,19.0,19.0,20.0,19.0,17.0,20.0,19.0,21.0,20.0,22.0
Net Profit,2197.0,2258.0,2078.0,2269.0,2692.0,2773.0,2301.0,2454.0,2732.0,2915.0,3065.0,2968.0,3790.0
EPS in Rs,8.34,8.57,7.89,8.62,10.22,10.53,8.74,9.32,10.38,11.07,11.64,11.27,14.39
