,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.21,2.61,10.26,4.76,2.22,1.14,1.2,1.71,1.24,1.02,0.79,0.83
Expenses,0.02,0.17,2.25,9.97,4.7,2.56,0.94,0.9,1.65,1.13,0.71,0.52,0.91
Operating Profit,-0.02,0.04,0.36,0.29,0.06,-0.34,0.2,0.3,0.06,0.11,0.31,0.27,-0.08
OPM %,,19.05,13.79,2.83,1.26,-15.32,17.54,25.0,3.51,8.87,30.39,34.18,-9.64
Other Income,0.02,0.01,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.01,0.03
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.01,0.11,0.11,0.07,0.05,0.03,0.02,0.02,0.00
Profit before tax,0.0,0.05,0.36,0.29,0.05,-0.45,0.07,0.19,0.01,0.08,0.29,0.26,-0.05
Tax %,,40.0,30.56,31.03,40.0,-4.44,-14.29,-15.79,0.0,12.5,24.14,26.92,
Net Profit,0.0,0.03,0.24,0.2,0.04,-0.47,0.07,0.21,0.02,0.06,0.22,0.19,-0.10
EPS in Rs,,0.09,0.58,0.49,0.1,-1.14,0.17,0.51,0.05,0.15,0.53,0.46,-0.24
