,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11249.0,12094.0,13632.0,5800.0,5269.0,5517.0,8031.0,7998.0,5110.0,2964.0,5484.0,6973.0,7531
Expenses,10445.0,11711.0,13019.0,5511.0,5181.0,5645.0,7893.0,7699.0,5079.0,2848.0,4837.0,5967.0,6404
Operating Profit,804.0,383.0,612.0,289.0,88.0,-128.0,138.0,299.0,31.0,116.0,647.0,1005.0,1126
OPM %,7.0,3.0,4.0,5.0,2.0,-2.0,2.0,4.0,1.0,4.0,12.0,14.0,15
Other Income,63.0,-21.0,281.0,72.0,-230.0,-5.0,-73.0,-116.0,-861.0,1655.0,569.0,286.0,332
Interest,57.0,95.0,137.0,105.0,80.0,186.0,426.0,432.0,365.0,206.0,82.0,28.0,7
Depreciation,260.0,203.0,262.0,245.0,172.0,143.0,252.0,225.0,211.0,138.0,99.0,94.0,95
Profit before tax,550.0,64.0,495.0,12.0,-394.0,-463.0,-613.0,-475.0,-1407.0,1427.0,1035.0,1169.0,1356
Tax %,33.0,158.0,48.0,-88.0,-17.0,-6.0,-17.0,-7.0,5.0,10.0,12.0,18.0,
Net Profit,373.0,-37.0,244.0,22.0,-461.0,-491.0,-715.0,-507.0,-1331.0,1280.0,913.0,963.0,1100
EPS in Rs,5.82,-0.56,3.9,0.37,-7.33,-7.83,-11.47,-8.03,-21.12,9.68,6.33,6.3,7.20
