,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1120,1198.0,1278.0,1437.0,1431.0,1521.0,1833.0,2076.0,1870.0,1695.0,2332.0,2972.0,3118
Expenses,1025,1116.0,1189.0,1320.0,1302.0,1374.0,1662.0,1898.0,1732.0,1592.0,2186.0,2758.0,2872
Operating Profit,95,83.0,89.0,117.0,129.0,146.0,171.0,178.0,138.0,103.0,146.0,214.0,247
OPM %,8,7.0,7.0,8.0,9.0,10.0,9.0,9.0,7.0,6.0,6.0,7.0,8
Other Income,12,-2.0,3.0,3.0,2.0,6.0,7.0,9.0,10.0,24.0,26.0,17.0,18
Interest,17,12.0,9.0,5.0,2.0,4.0,3.0,3.0,4.0,7.0,4.0,5.0,6
Depreciation,28,27.0,27.0,31.0,33.0,35.0,38.0,41.0,44.0,42.0,41.0,49.0,54
Profit before tax,62,41.0,56.0,84.0,95.0,113.0,137.0,143.0,100.0,78.0,126.0,178.0,205
Tax %,15,7.0,24.0,28.0,21.0,27.0,31.0,34.0,16.0,23.0,29.0,26.0,
Net Profit,53,38.0,43.0,60.0,75.0,83.0,94.0,95.0,85.0,60.0,90.0,132.0,152
EPS in Rs,,2.66,2.97,4.18,5.24,5.76,6.56,6.61,5.9,4.2,6.23,9.21,10.61
