,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1100.0,1035.0,1153.0,1279.0,1324.0,1357.0,1456.0,1507.0,1221.0,1249.0,1207.0,1328.0,1345
Expenses,1058.0,970.0,1063.0,1155.0,1201.0,1223.0,1352.0,1382.0,1100.0,1024.0,1088.0,1218.0,1230
Operating Profit,42.0,66.0,91.0,124.0,123.0,134.0,104.0,124.0,121.0,225.0,119.0,110.0,115
OPM %,4.0,6.0,8.0,10.0,9.0,10.0,7.0,8.0,10.0,18.0,10.0,8.0,9
Other Income,-62.0,9.0,9.0,4.0,8.0,9.0,20.0,12.0,198.0,-628.0,5.0,9.0,11
Interest,38.0,40.0,41.0,34.0,31.0,24.0,29.0,55.0,71.0,52.0,48.0,57.0,47
Depreciation,29.0,35.0,42.0,32.0,14.0,15.0,19.0,22.0,29.0,27.0,27.0,27.0,28
Profit before tax,-87.0,-1.0,16.0,62.0,86.0,105.0,76.0,60.0,219.0,-482.0,48.0,35.0,50
Tax %,-1.0,768.0,18.0,21.0,19.0,11.0,30.0,20.0,19.0,35.0,4.0,20.0,
Net Profit,-88.0,5.0,14.0,49.0,69.0,94.0,53.0,48.0,178.0,-312.0,46.0,28.0,41
EPS in Rs,-12.11,0.7,1.87,6.73,9.5,12.87,7.31,6.58,24.53,-42.86,6.39,3.8,5.69
