,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,131.71,97.5,100.4,100.56,63.41,25.85,10.25,0.56,0.28,0.25,0.28,0.32,0.32
Expenses,200.66,88.09,90.58,92.63,57.94,22.84,10.3,3.22,8.45,1.48,1.57,1.69,1.61
Operating Profit,-68.95,9.41,9.82,7.93,5.47,3.01,-0.05,-2.66,-8.17,-1.23,-1.29,-1.37,-1.29
OPM %,-52.35,9.65,9.78,7.89,8.63,11.64,-0.49,-475.0,-2917.86,-492.0,-460.71,-428.12,-403.12
Other Income,81.98,0.77,1.1,-0.01,3.21,3.95,4.7,2.15,3.6,2.71,2.98,2.73,2.87
Interest,7.1,4.59,2.9,1.3,0.44,0.71,0.83,0.49,0.49,0.39,0.4,0.4,0.40
Depreciation,3.95,0.77,0.77,1.04,1.11,1.06,0.4,0.28,0.25,0.25,0.24,0.19,0.20
Profit before tax,1.98,4.82,7.25,5.58,7.13,5.19,3.42,-1.28,-5.31,0.84,1.05,0.77,0.98
Tax %,36.87,28.42,47.72,56.99,20.62,19.08,17.84,-73.44,0.56,46.43,18.1,48.05,
Net Profit,1.25,3.45,3.79,2.4,5.66,4.2,2.81,-2.23,-5.28,0.45,0.86,0.4,0.57
EPS in Rs,0.6,1.65,1.81,1.15,2.7,2.0,1.34,-1.06,-2.52,0.21,0.41,0.19,0.27
