,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,21.02,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95
Reserves,13.76,64.35,68.1,70.12,30.03,25.31,27.95,25.86,20.49,20.9,21.8,22.2,22.55
Preference Capital,0.0,3.98,3.98,3.98,3.98,0.0,3.69,3.72,3.75,3.77,3.81,3.85,
Borrowings,86.98,27.97,15.29,11.76,5.22,7.14,0.0,0.0,0.0,0.0,0.0,0.0,3.87
Other Liabilities,40.84,29.24,24.6,18.32,11.56,5.09,8.17,8.08,4.21,4.24,4.24,4.38,0.64
Total Liabilities,162.6,142.51,128.94,121.15,67.76,58.49,57.07,54.89,45.65,46.09,46.99,47.53,48.01
Fixed Assets,37.76,27.33,26.38,23.94,22.3,10.66,9.99,9.53,9.29,9.06,8.82,8.62,8.53
CWIP,0.77,0.59,0.18,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.09,0.04,0.03,6.43,6.04,16.87,33.27,36.69,3.16,3.3,3.24,3.16,3.19
Other Assets,123.98,114.55,102.35,90.51,39.42,30.96,13.81,8.67,33.2,33.73,34.93,35.75,36.29
Total Assets,162.6,142.51,128.94,121.15,67.76,58.49,57.07,54.89,45.65,46.09,46.99,47.53,48.01
