,Mar 2011,Mar 2012,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11,17,42.0,59.0,75.0,91.0,118.0,147.0,213.0,213.0,272.0,399.0,455
Expenses,10,16,39.0,55.0,70.0,87.0,107.0,134.0,196.0,196.0,260.0,385.0,438
Operating Profit,1,1,3.0,4.0,5.0,4.0,11.0,13.0,17.0,17.0,13.0,14.0,17
OPM %,5,6,6.0,6.0,7.0,5.0,9.0,9.0,8.0,8.0,5.0,3.0,4
Other Income,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2
Interest,0,0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,9.0,10
Depreciation,0,0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4
Profit before tax,1,1,2.0,3.0,3.0,5.0,7.0,10.0,11.0,8.0,1.0,2.0,6
Tax %,32,36,33.0,29.0,38.0,36.0,20.0,10.0,-1.0,21.0,-152.0,-116.0,
Net Profit,0,1,1.0,2.0,2.0,3.0,6.0,9.0,11.0,6.0,2.0,5.0,10
EPS in Rs,,,24.17,28.43,30.86,18.06,5.96,8.48,10.49,6.33,2.43,5.0,9.47
