,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,677.0,931.0,1208.0,1474.0,1749.0,1983.0,2126.0,2055.0,2588.0,2890.0,3341.0,3743.0,3903
Expenses,545.0,706.0,840.0,968.0,1155.0,1292.0,1467.0,1489.0,1904.0,1889.0,2408.0,2934.0,3022
Operating Profit,132.0,224.0,369.0,505.0,594.0,691.0,658.0,567.0,683.0,1001.0,933.0,808.0,881
OPM %,19.0,24.0,31.0,34.0,34.0,35.0,31.0,28.0,26.0,35.0,28.0,22.0,23
Other Income,6.0,6.0,14.0,8.0,14.0,20.0,24.0,21.0,88.0,24.0,112.0,74.0,125
Interest,15.0,19.0,9.0,6.0,5.0,1.0,0.0,1.0,12.0,8.0,10.0,6.0,7
Depreciation,32.0,34.0,44.0,52.0,44.0,61.0,60.0,72.0,96.0,116.0,125.0,131.0,133
Profit before tax,91.0,177.0,330.0,456.0,559.0,648.0,623.0,514.0,664.0,900.0,909.0,745.0,865
Tax %,15.0,37.0,29.0,32.0,26.0,22.0,25.0,25.0,30.0,27.0,22.0,21.0,
Net Profit,77.0,112.0,234.0,310.0,416.0,507.0,469.0,387.0,468.0,654.0,713.0,588.0,660
EPS in Rs,5.85,8.49,17.75,23.47,31.49,38.4,35.5,29.56,35.73,50.38,55.63,45.89,52.08
