,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.52,0.33,0.6,0.51,0.49,0.51,0.5,35.0,1.64,0.65,0.58,0.16,0.11
Expenses,0.22,0.17,0.14,0.22,0.13,0.2,0.18,34.42,1.59,0.44,0.2,0.15,0.17
Operating Profit,0.3,0.16,0.46,0.29,0.36,0.31,0.32,0.58,0.05,0.21,0.38,0.01,-0.06
OPM %,57.69,48.48,76.67,56.86,73.47,60.78,64.0,1.66,3.05,32.31,65.52,6.25,-54.55
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.3,0.16,0.46,0.29,0.36,0.31,0.32,0.58,0.05,0.19,0.38,0.04,0.03
Tax %,30.0,37.5,30.43,31.03,30.56,29.03,25.0,25.86,20.0,21.05,26.32,25.0,
Net Profit,0.2,0.11,0.32,0.2,0.24,0.22,0.24,0.42,0.04,0.15,0.29,0.03,0.03
EPS in Rs,2.22,1.22,3.56,2.22,2.67,2.44,2.67,4.67,0.44,1.67,3.22,0.33,0.33
