,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.28,4.96,7.28,0.8,1.26,1.21,1.99,3.35,3.47,1.86,3.02,4.26,4.33
Expenses,4.91,4.35,6.67,0.61,0.92,0.92,1.61,3.08,3.09,1.72,2.74,3.9,4.03
Operating Profit,0.37,0.61,0.61,0.19,0.34,0.29,0.38,0.27,0.38,0.14,0.28,0.36,0.30
OPM %,7.01,12.3,8.38,23.75,26.98,23.97,19.1,8.06,10.95,7.53,9.27,8.45,6.93
Other Income,-0.04,-0.4,-0.36,-0.25,-0.32,0.01,0.02,-0.0,-0.0,0.03,-0.0,-0.0,0.00
Interest,0.03,0.03,0.03,-0.0,-0.0,0.01,0.01,0.04,0.02,0.02,0.02,0.01,0.00
Depreciation,0.03,0.11,0.09,0.14,0.11,0.1,0.1,0.16,0.13,0.11,0.12,0.13,0.12
Profit before tax,0.27,0.07,0.13,-0.2,-0.09,0.19,0.29,0.07,0.23,0.04,0.14,0.22,0.18
Tax %,77.78,242.86,-84.62,15.0,11.11,-0.0,24.14,-14.29,26.09,25.0,28.57,18.18,
Net Profit,0.06,-0.09,0.24,-0.17,-0.08,0.19,0.22,0.07,0.16,0.02,0.1,0.19,0.13
EPS in Rs,0.2,-0.3,0.79,-0.56,-0.26,0.63,0.72,0.23,0.53,0.07,0.33,0.63,0.43
