,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.27,0.12,1.06,1.3,1.05,1.08,1.52,1.48,0.82,0.08,0.03,0.07,0.56
Expenses,0.2,0.12,0.78,1.11,0.97,1.01,1.52,1.41,0.75,0.2,0.19,0.21,0.46
Operating Profit,0.07,0.0,0.28,0.19,0.08,0.07,0.0,0.07,0.07,-0.12,-0.16,-0.14,0.10
OPM %,25.93,0.0,26.42,14.62,7.62,6.48,0.0,4.73,8.54,-150.0,-533.33,-200.0,17.86
Other Income,0.19,0.07,0.05,0.04,0.02,0.0,0.2,0.0,0.01,0.05,0.0,0.0,0.07
Interest,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.05,0.04,0.03,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.25,0.01,0.28,0.2,0.06,0.04,0.19,0.07,0.08,-0.07,-0.16,-0.14,0.17
Tax %,24.0,200.0,25.0,35.0,16.67,50.0,26.32,28.57,25.0,0.0,0.0,0.0,
Net Profit,0.19,-0.01,0.21,0.13,0.04,0.03,0.14,0.05,0.06,-0.08,-0.16,-0.15,0.17
EPS in Rs,0.63,-0.03,0.7,0.43,0.13,0.1,0.47,0.17,0.2,-0.27,-0.53,-0.5,0.56
