,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,33,33,33,33,33,33,33,33,28,28,27,27,27
Reserves,629,635,641,697,772,650,690,800,1492,1612,1488,969,982
Borrowings,109,153,128,155,195,177,178,207,166,58,25,13,10
Other Liabilities,387,388,319,284,337,509,481,425,352,452,566,131,129
Total Liabilities,1158,1208,1121,1168,1337,1370,1382,1465,2039,2151,2107,1140,1148
Fixed Assets,228,220,185,110,107,194,219,228,357,310,371,245,267
CWIP,18,12,18,4,2,15,28,53,20,5,6,16,1
Investments,195,236,290,526,582,586,604,2,844,859,722,572,574
Other Assets,717,739,628,527,646,575,531,1182,818,978,1008,306,306
Total Assets,1158,1208,1121,1168,1337,1370,1382,1465,2039,2151,2107,1140,1148
