,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,142.0,141.0,142.0,159.0,184.0,189.0,241.0,277.0,198.0,187.0,269.0,366.0,382
Expenses,131.0,132.0,133.0,149.0,171.0,175.0,223.0,258.0,188.0,178.0,250.0,344.0,358
Operating Profit,11.0,9.0,9.0,9.0,12.0,14.0,18.0,18.0,9.0,9.0,19.0,22.0,23
OPM %,8.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,5.0,5.0,7.0,6.0,6
Other Income,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.0,0.0,2.0,1.0,0.0,0
Interest,6.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,11
Depreciation,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4
Profit before tax,3.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,-2.0,-2.0,7.0,8.0,9
Tax %,17.0,42.0,49.0,32.0,36.0,37.0,36.0,12.0,-23.0,-35.0,6.0,17.0,
Net Profit,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,-3.0,-3.0,7.0,7.0,7
EPS in Rs,2.06,0.86,0.64,1.14,1.7,2.28,2.97,4.83,-2.84,-2.63,6.38,6.38,6.49
