,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,87.0,109.0,127.0,116.0,138.0,154.0,183.0,213.0,181.0,209.0,276.0,315.0,312
Expenses,86.0,88.0,101.0,99.0,119.0,127.0,138.0,155.0,151.0,156.0,196.0,221.0,228
Operating Profit,1.0,21.0,26.0,17.0,19.0,27.0,45.0,58.0,30.0,53.0,80.0,94.0,84
OPM %,1.0,19.0,20.0,15.0,14.0,18.0,25.0,27.0,17.0,25.0,29.0,30.0,27
Other Income,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,4
Interest,4.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0,2
Depreciation,16.0,15.0,9.0,11.0,10.0,10.0,16.0,20.0,21.0,23.0,23.0,31.0,33
Profit before tax,-16.0,4.0,18.0,7.0,8.0,17.0,26.0,35.0,8.0,28.0,55.0,64.0,53
Tax %,4.0,4.0,25.0,24.0,23.0,36.0,36.0,28.0,17.0,25.0,26.0,26.0,
Net Profit,-15.0,4.0,13.0,5.0,6.0,11.0,16.0,25.0,7.0,21.0,41.0,47.0,40
EPS in Rs,-6.96,1.9,5.99,2.29,2.91,4.79,7.43,11.45,3.13,9.62,18.57,21.37,17.96
