,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,243.0,149.0,111.0,143.0,529.0,382.0,321.0,338.0,304.0,242.0,222.0,407.0,708
Expenses,159.0,114.0,91.0,105.0,389.0,291.0,267.0,303.0,317.0,241.0,231.0,379.0,649
Operating Profit,84.0,35.0,20.0,37.0,140.0,91.0,54.0,34.0,-13.0,1.0,-9.0,28.0,59
OPM %,35.0,23.0,18.0,26.0,27.0,24.0,17.0,10.0,-4.0,0.0,-4.0,7.0,8
Other Income,5.0,13.0,11.0,22.0,14.0,15.0,14.0,13.0,-4.0,17.0,8.0,18.0,25
Interest,3.0,3.0,2.0,2.0,3.0,7.0,12.0,15.0,14.0,9.0,5.0,3.0,3
Depreciation,2.0,3.0,3.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,9
Profit before tax,84.0,42.0,26.0,49.0,143.0,91.0,49.0,24.0,-39.0,0.0,-15.0,34.0,73
Tax %,18.0,21.0,15.0,5.0,26.0,27.0,22.0,42.0,23.0,-473.0,52.0,19.0,
Net Profit,70.0,33.0,22.0,47.0,106.0,67.0,38.0,14.0,-30.0,2.0,-7.0,28.0,58
EPS in Rs,7.47,3.56,2.35,4.54,10.34,6.55,3.74,1.35,-2.95,0.17,-0.69,2.72,5.62
