,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,69.78,43.95,41.98,37.52,38.37,43.35,44.25,46.56,48.47,58.6,71.75,76.68,84.27
Expenses,65.29,43.08,39.68,36.3,38.12,45.55,44.28,47.25,50.25,58.01,71.39,75.85,83.88
Operating Profit,4.49,0.87,2.3,1.22,0.25,-2.2,-0.03,-0.69,-1.78,0.59,0.36,0.83,0.39
OPM %,6.43,1.98,5.48,3.25,0.65,-5.07,-0.07,-1.48,-3.67,1.01,0.5,1.08,0.46
Other Income,1.59,3.66,4.08,2.89,1.04,10.12,4.42,2.69,3.18,3.15,3.51,4.4,4.47
Interest,6.82,6.51,5.58,5.13,5.39,5.24,0.58,0.59,0.62,0.42,0.28,0.11,0.11
Depreciation,2.41,2.2,2.09,1.04,1.11,1.42,1.49,1.92,1.94,2.01,1.75,1.59,1.67
Profit before tax,-3.15,-4.18,-1.29,-2.06,-5.21,1.26,2.32,-0.51,-1.16,1.31,1.84,3.53,3.08
Tax %,26.67,61.48,86.82,10.68,18.43,32.54,17.24,35.29,15.52,12.21,21.2,22.95,
Net Profit,-2.31,-1.61,-0.17,-1.83,-4.25,0.85,1.92,-0.33,-0.99,1.15,1.45,2.71,2.16
EPS in Rs,-4.62,-3.22,-0.34,-3.66,-8.5,1.7,3.84,-0.66,-1.98,2.3,2.9,5.42,4.32
