,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1616.0,2459.0,2889.0,4140.0,4113.0,4658.0,4877.0,3892.0,3284.0,3302.0,4625.0,5787.0,5639
Expenses,134.0,500.0,840.0,1361.0,1561.0,2944.0,3352.0,2623.0,2396.0,2144.0,3512.0,4666.0,4470
Operating Profit,1482.0,1958.0,2050.0,2779.0,2552.0,1713.0,1525.0,1268.0,887.0,1157.0,1113.0,1121.0,1169
OPM %,92.0,80.0,71.0,67.0,62.0,37.0,31.0,33.0,27.0,35.0,24.0,19.0,21
Other Income,71.0,38.0,24.0,90.0,75.0,87.0,41.0,219.0,-1074.0,293.0,235.0,129.0,-59
Interest,859.0,1213.0,1524.0,2189.0,2478.0,2777.0,2614.0,1474.0,652.0,579.0,556.0,560.0,508
Depreciation,231.0,376.0,499.0,518.0,635.0,771.0,819.0,528.0,479.0,480.0,481.0,464.0,463
Profit before tax,462.0,408.0,51.0,162.0,-485.0,-1748.0,-1867.0,-515.0,-1318.0,392.0,310.0,225.0,138
Tax %,13.0,12.0,8.0,-4.0,50.0,26.0,9.0,29.0,-63.0,28.0,65.0,75.0,
Net Profit,401.0,358.0,47.0,169.0,-243.0,-1295.0,-1690.0,-367.0,-2147.0,281.0,107.0,55.0,-2
EPS in Rs,1.53,1.2,0.11,0.51,-0.87,-2.06,-2.66,-0.64,-3.16,0.33,0.16,0.08,0.00
