,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,181.0,161.0,300.0,295.0,222.0,434.0,608.0,702.0,592.0,747.0,2249.0,2126.0,1543
Expenses,156.0,134.0,248.0,269.0,222.0,343.0,442.0,477.0,396.0,470.0,1275.0,1733.0,1146
Operating Profit,25.0,27.0,52.0,25.0,0.0,91.0,166.0,225.0,195.0,276.0,974.0,393.0,397
OPM %,14.0,17.0,17.0,9.0,0.0,21.0,27.0,32.0,33.0,37.0,43.0,18.0,26
Other Income,13.0,23.0,15.0,3.0,-1.0,9.0,11.0,18.0,6.0,13.0,35.0,59.0,65
Interest,0.0,2.0,0.0,2.0,0.0,7.0,5.0,6.0,7.0,13.0,38.0,28.0,25
Depreciation,11.0,11.0,9.0,5.0,4.0,7.0,7.0,13.0,19.0,27.0,56.0,64.0,61
Profit before tax,27.0,36.0,58.0,21.0,-5.0,85.0,165.0,224.0,175.0,250.0,915.0,359.0,376
Tax %,68.0,11.0,34.0,32.0,-189.0,35.0,35.0,34.0,16.0,38.0,26.0,25.0,
Net Profit,8.0,33.0,38.0,14.0,-14.0,56.0,107.0,147.0,147.0,154.0,675.0,271.0,281
EPS in Rs,3.23,12.36,14.59,5.46,-5.41,21.18,40.5,56.03,54.59,57.01,250.04,100.32,104.19
