,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,29.0,34.0,44.0,52.0,53.0,57.0,79.0,90.0,92.0,119.0,133.0,134.0,132
Expenses,28.0,33.0,42.0,50.0,50.0,54.0,75.0,84.0,83.0,102.0,117.0,122.0,121
Operating Profit,1.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,9.0,17.0,16.0,12.0,11
OPM %,5.0,4.0,4.0,4.0,5.0,6.0,5.0,7.0,10.0,14.0,12.0,9.0,8
Other Income,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
Interest,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3
Depreciation,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,6
Profit before tax,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,10.0,10.0,3.0,2
Tax %,33.0,31.0,33.0,34.0,33.0,32.0,34.0,30.0,32.0,28.0,28.0,32.0,
Net Profit,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,7.0,7.0,2.0,2
EPS in Rs,0.74,0.66,0.88,1.06,1.34,2.08,2.31,3.64,4.93,5.76,5.45,1.46,1.46
