,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,90.0,140.0,354.0,206.0,156.0,23.0,21.0,76.0,46.0,3.0,57.0,90.0,115
Expenses,93.0,145.0,362.0,211.0,156.0,25.0,22.0,74.0,47.0,4.0,55.0,88.0,113
Operating Profit,-3.0,-5.0,-8.0,-5.0,1.0,-2.0,-1.0,2.0,-1.0,-1.0,3.0,2.0,2
OPM %,-4.0,-3.0,-2.0,-2.0,1.0,-8.0,-4.0,2.0,-3.0,-37.0,5.0,2.0,2
Other Income,10.0,14.0,20.0,18.0,8.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,3
Interest,0.0,1.0,5.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,6.0,8.0,6.0,5.0,2.0,1.0,0.0,1.0,0.0,-1.0,3.0,1.0,1
Tax %,33.0,33.0,34.0,32.0,33.0,30.0,38.0,43.0,26.0,0.0,12.0,43.0,
Net Profit,4.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,-1.0,2.0,1.0,1
EPS in Rs,10.63,13.87,10.08,8.07,2.59,1.47,0.6,1.07,0.42,-3.46,5.63,1.44,1.68
