,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,131.0,146.0,167.0,189.0,198.0,224.0,244.0,261.0,272.0,240.0,307.0,441.0,477
Expenses,120.0,133.0,158.0,177.0,184.0,212.0,233.0,239.0,248.0,223.0,286.0,414.0,427
Operating Profit,11.0,14.0,9.0,13.0,14.0,11.0,11.0,22.0,23.0,17.0,22.0,27.0,50
OPM %,8.0,9.0,5.0,7.0,7.0,5.0,5.0,9.0,9.0,7.0,7.0,6.0,11
Other Income,2.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,21.0,5.0,7
Interest,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2
Depreciation,5.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,11.0,10.0,10.0,13.0,13
Profit before tax,5.0,8.0,3.0,5.0,8.0,7.0,8.0,15.0,10.0,10.0,32.0,18.0,42
Tax %,-24.0,32.0,97.0,37.0,61.0,38.0,11.0,33.0,35.0,25.0,26.0,36.0,
Net Profit,7.0,5.0,0.0,3.0,3.0,4.0,7.0,10.0,6.0,7.0,24.0,11.0,30
EPS in Rs,4.83,3.87,0.06,2.0,2.14,2.7,4.32,6.41,3.89,4.49,10.75,5.15,13.49
